#,show_id,type,title,country,release_year,date_added,director,cast,rating,listed_in,description,duration,duration_hours
7175,s7177,TV Show,Ken Burns: The Roosevelts: An Intimate History,United States,2014,2017-02-22 00:00:00,Ken Burns,,TV-PG,Docuseries,"Award-winning documentarian Burns profiles three members of one of America's premier political families: Theodore, Franklin and Eleanor Roosevelt.",1 Season,1 Season
7176,s7178,TV Show,Ken Burns: The West,United States,1996,2017-03-14 00:00:00,,Peter Coyote,TV-PG,Docuseries,Historian Ken Burns and his team bring to life the challenges Americans faced in the 19th century as they embarked on westward expansion.,1 Season,1 Season
7177,s7179,Movie,Kevin Hart: Laugh at My Pain,United States,2011,2018-10-01 00:00:00,"Leslie Small, Tim Story",Kevin Hart,R,Stand-Up Comedy,"Sometimes edgy and always hilarious, comedian Kevin Hart shines in this theatrical version of his record-breaking 2011 live tour.",89 min,1 hr 29 min
7178,s7180,Movie,Kevin Hart: Let Me Explain,United States,2013,2018-07-13 00:00:00,"Leslie Small, Tim Story",Kevin Hart,R,Stand-Up Comedy,"Philadelphia funnyman Kevin Hart takes the stage in front of a sold-out crowd at Madison Square Garden, part of his hit ""Let Me Explain"" world tour.",75 min,1 hr 15 min
7179,s7181,Movie,Kevin Hart: Seriously Funny,United States,2010,2018-10-01 00:00:00,Shannon Hartman,Kevin Hart,TV-MA,Stand-Up Comedy,"With his unique hip-hop style delivery, African American stand-up comedian Kevin Hart expounds on life at a sold-out concert performance.",67 min,1 hr 7 min
7180,s7182,Movie,Kevyn Aucoin: Beauty & the Beast in Me,United States,2017,2019-01-01 00:00:00,Lori Kaye,"Kevyn Aucoin, Cindy Crawford, Naomi Campbell, Gwyneth Paltrow, Andie MacDowell, Paulina Porizkova, Amber Valletta",TV-MA,"Documentaries, LGBTQ Movies",Makeup artist Kevyn Aucoin worked with top supermodels in the 1980s and 1990s. Personal videos merged with interviews provide a peek into his life.,90 min,1 hr 30 min
7181,s7183,TV Show,Khaani,Pakistan,2017,2019-08-01 00:00:00,,"Feroze Khan, Sana Javed, Mehmood Aslam, Saman Ansari, Qavi Khan, Salma Hasan, Rashid Farooqi, Muhammad Mubarik Ali",TV-14,"Crime TV Shows, International TV Shows, Romantic TV Shows","After a rich politician's son kills a young woman's brother, an unlikely romantic connection complicates her pursuit of justice.",1 Season,1 Season
7182,s7184,Movie,Khalnayak,India,1993,2018-03-01 00:00:00,Subhash Ghai,"Sanjay Dutt, Madhuri Dixit, Jackie Shroff, Anupam Kher, Rakhee Gulzar, Pramod Moutho, Ramya Krishnan, Sushmita Mukherjee, Neena Gupta, A.K. Hangal",TV-14,"Action & Adventure, Dramas, International Movies",A prison guard goes undercover as a dancer to try and recapture an escaped criminal and restore her police inspector boyfriend's reputation.,170 min,2 hr 50 min
7183,s7185,TV Show,Khan: No. 1 Crime Hunter,India,2018,2018-05-01 00:00:00,,Rajesh Sharma,TV-14,"Crime TV Shows, International TV Shows, TV Comedies","From fake marriages to online shopping fraud, a whip-smart police officer investigates truly baffling cons that were inspired by true stories.",1 Season,1 Season
7184,s7186,TV Show,Khelti Hai Zindagi Aankh Micholi,India,2013,2017-04-01 00:00:00,,"Ulka Gupta, Gautami Kapoor, Reema Shaikh, Vinay Jain, Manav Gohil, Helly Shah",TV-14,"International TV Shows, TV Dramas","The life of a 14-year-old girl is thrown into turmoil when her father dies, forcing her mother to make hard choices for their family.",1 Season,1 Season
7185,s7187,Movie,Khosla Ka Ghosla,India,2006,2018-08-02 00:00:00,Dibakar Banerjee,"Anupam Kher, Boman Irani, Parvin Dabas, Tara Sharma, Navin Nischol, Kiran Juneja, Ranvir Shorey, Vinod Nagpal, Vinay Pathak, Nitish Pandey",TV-14,"Comedies, Dramas, International Movies",A cranky control freak must rely on his comically dysfunctional family to pull off a scam on a greedy land shark who's stolen his prized property.,124 min,2 hr 4 min
7186,s7188,TV Show,Khotey Sikkey,India,2011,2018-03-15 00:00:00,,"Vikas Kumar, Hassan Zaidi, Sukhmani Sadana, Puru Chibber, Dilkhush, Mark Farokh Parakh",TV-14,"Crime TV Shows, International TV Shows, TV Dramas",Five affluent youths find a new sense of purpose as they team up with a Mumbai police officer on crime-busting missions around the city.,1 Season,1 Season
7187,s7189,Movie,Khubsoorat,India,1980,2019-12-31 00:00:00,Hrishikesh Mukherjee,"Ashok Kumar, Rekha, Rakesh Roshan, Shashikala, Aradhana, Dina Pathak, David Abraham, S.N. Banerjee, Keshto Mukherjee",TV-PG,"Classic Movies, Comedies, Dramas",A strict matriarch's regimented household is upended by the arrival of a spunky relative who challenges the rules.,120 min,2 hr 0 min
7188,s7190,Movie,Khushi,India,2003,2018-03-01 00:00:00,"Surya S.J., Sunil Kumar Agrawal","Fardeen Khan, Kareena Kapoor, Amrish Puri, Navin Nischol, Beena, Anup Soni, Johnny Lever, Sharat Saxena, Amitabh Bachchan, Sakshi Shivanand",TV-14,"Comedies, International Movies, Music & Musicals","While playing matchmaker to a pair of their friends, two young university students begin developing feelings for each other.",157 min,2 hr 37 min
7189,s7191,Movie,Kia and Cosmos,India,2018,2019-05-01 00:00:00,Sudipto Roy,"Ritwika Pal, Swastika Mukherjee, Joy Sengupta",TV-14,"Dramas, Independent Movies, International Movies",A 15-year-old girl with autism attempts to write a mystery novel based on her hunt for the killer of a neighborhood cat.,124 min,2 hr 4 min
7190,s7192,Movie,Kickboxer: Retaliation,United States,2017,2018-04-26 00:00:00,Dimitri Logothetis,"Alain Moussi, Jean-Claude Van Damme, Mike Tyson, Christopher Lambert, Sara Malakul Lane, Hafþór Júlíus Björnsson, Sam Medina, Steven Swadling",R,Action & Adventure,"Sloan's vow to never return to Thailand is cut short when he's kidnapped and taken to a Thai prison, where he's forced to fight a 400-pound brute.",110 min,1 hr 50 min
7191,s7193,Movie,Kickboxer: Vengeance,United States,2016,2016-12-08 00:00:00,John Stockwell,"Alain Moussi, Jean-Claude Van Damme, Dave Bautista, Gina Carano, Georges St-Pierre, Sara Malakul Lane, Matthew Ziff, T.J. Storm, Fabricio Werdum, Cain Velasquez",TV-MA,Action & Adventure,"After a skilled fighter falls in the ring, his younger brother emerges from the shadows to train and get revenge against a brutal champion.",90 min,1 hr 30 min
7192,s7194,Movie,Kicking and Screaming,United States,1995,2019-11-04 00:00:00,Noah Baumbach,"Josh Hamilton, Olivia d'Abo, Carlos Jacott, Chris Eigeman, Eric Stoltz, Jason Wiles, Parker Posey, Cara Buono, Elliott Gould, Samuel Gould",R,"Comedies, Independent Movies, Romantic Movies","After graduating, four college roomies – petrified by the prospect of facing ""real life"" – reluctantly step into adulthood in this ensemble comedy.",97 min,1 hr 37 min
7193,s7195,Movie,Kid Kulafu,Philippines,2015,2019-03-04 00:00:00,Paul Soriano,"Robert Villar, Alessandra de Rossi, Cesar Montano, Alex Medina, Jake Macapagal, Khalil Ramos, Jomari Angeles, Kokoy DeSantos",TV-14,"Dramas, International Movies, Sports Movies","Growing up in poverty and political turmoil, he found his way out in the ring. The early years of world-famous boxer Manny Pacquiao unfolds in this biopic.",108 min,1 hr 48 min
7194,s7196,Movie,Kidnapping Mr. Heineken,"Netherlands, Belgium, United Kingdom, United States",2015,2017-09-08 00:00:00,Daniel Alfredson,"Jim Sturgess, Sam Worthington, Ryan Kwanten, Anthony Hopkins, Mark van Eeuwen, Thomas Cocquerel, Jemima West, David Dencik",R,"Action & Adventure, Dramas, International Movies","When beer magnate Alfred ""Freddy"" Heineken is kidnapped in 1983, his abductors make the largest ransom demand in history.",95 min,1 hr 35 min
7195,s7197,TV Show,Kikoriki,,2010,,,Igor Dmitriev,TV-Y,Kids' TV,"A wacky rabbit and his gang of animal pals have fun solving problems, sharing stories and exploring their sometimes magical, always special world.",2 Seasons,2 Seasons
7196,s7198,Movie,Kill Bill: Vol. 1,"United States, Japan",2003,2020-01-01 00:00:00,Quentin Tarantino,"Uma Thurman, Lucy Liu, Vivica A. Fox, Daryl Hannah, David Carradine, Michael Madsen, Julie Dreyfus, Chiaki Kuriyama, Sonny Chiba, Gordon Liu",R,Action & Adventure,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle. But she lives – and plots her vengeance.",111 min,1 hr 51 min
7197,s7199,Movie,Kill Bill: Vol. 2,United States,2004,2020-01-01 00:00:00,Quentin Tarantino,"Uma Thurman, David Carradine, Michael Madsen, Daryl Hannah, Gordon Liu, Michael Parks, Perla Haney-Jardine, Helen Kim, Claire Smithies, Clark Middleton",R,Action & Adventure,"The Bride has three left on her rampage list: Budd, Elle Driver and Bill himself. But when she arrives at Bill's house, she's in for a surprise.",137 min,2 hr 17 min
7198,s7200,Movie,Kill Command,United Kingdom,2016,2017-02-23 00:00:00,Steven Gomez,"Vanessa Kirby, David Ajala, Mike Noble, Bentley Kalu, Tom McKay, Kelly Gough, Osi Okerafor, Damian Kell, Tim Ahern, Deborah Rosan, Thure Lindhardt",TV-MA,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","On a remote island, elite soldiers discover their training exercise is actually an experimental death trap teeming with efficiently lethal robots.",100 min,1 hr 40 min
7199,s7201,Movie,Kill Hitler! The Luck of the Devil,France,2015,2019-05-01 00:00:00,Frédéric Tonolli,Jean-Baptiste Marcenac,TV-14,"Documentaries, International Movies","From politicians to officers, many attempted to kill Hitler – and failed. This documentary delves into the details of how their plots unraveled.",53 min,0 hr 53 min
7200,s7202,Movie,Kill Ratio,United States,2016,2017-02-17 00:00:00,Paul Tanter,"Tom Hopper, Amy Huberman, Lacy Moore, Brian McGuinness, Luke Pierucci, Nick Dunning",TV-MA,Action & Adventure,"Posing as a telecom salesman at a business conference, a CIA agent fights to protect a fledgling Eastern European democracy from a military coup.",87 min,1 hr 27 min
7201,s7203,Movie,Kill the Irishman,United States,2011,2020-08-21 00:00:00,Jonathan Hensleigh,"Ray Stevenson, Vincent D'Onofrio, Val Kilmer, Christopher Walken, Linda Cardellini, Fionnula Flanagan, Jason Butler Harner, Vinnie Jones, Paul Sorvino, Marcus Thomas, Tony Darrow",R,"Action & Adventure, Dramas, Independent Movies","This true crime tale charts the rise and fall of mobster Danny Greene, who faced down the Mafia to gain control of organized crime in 1970s Cleveland.",106 min,1 hr 46 min
7202,s7204,Movie,Killer Klowns from Outer Space,United States,1988,2020-04-01 00:00:00,Stephen Chiodo,"Grant Cramer, Suzanne Snyder, John Allen Nelson, John Vernon, Michael S. Siegel, Peter Licassi, Royal Dano, Christopher Titus, Irene Michaels, Karla Sue Krull",PG-13,"Comedies, Cult Movies, Horror Movies","An alien band of killer clowns descends from the cosmos to harvest scores of small-town victims, cocooning their prey in cotton candy to eat later.",86 min,1 hr 26 min
7203,s7205,Movie,Killers,United States,2010,2021-01-01 00:00:00,Robert Luketic,"Katherine Heigl, Ashton Kutcher, Tom Selleck, Catherine O'Hara, Katheryn Winnick, Kevin Sussman, Lisa Ann Walter, Casey Wilson, Rob Riggle, Martin Mull, Alex Borstein",PG-13,"Action & Adventure, Comedies, Romantic Movies","After a whirlwind romance, Jen and Spencer settle into married life — until Spencer's secret past as a hit man shakes up their suburban bliss.",100 min,1 hr 40 min
7204,s7206,Movie,Kills on Wheels,Hungary,2016,2018-03-15 00:00:00,Attila Till,"Szabolcs Thuróczy, Zoltán Fenyvesi, Adám Fekete, Dusan Vitanovic, Mónika Balsai, Lidia Danis, Zoltán Mucsi",TV-MA,"Action & Adventure, Dramas, International Movies","Two young men with disabilities befriend a hitman in a wheelchair and become his helpers, only to wind up in the crosshairs of a Serbian mobster.",103 min,1 hr 43 min
7205,s7207,Movie,Kilo Two Bravo,United Kingdom,2014,2019-03-01 00:00:00,Paul Katis,"David Elliot, Mark Stanley, Scott Kyle, Benjamin O'Mahony, Bryan Parry, Liam Ainsworth, Andy Gibbins, John Doughty, Paul Luebke, Thomas Davison, Grant Kilburn, Robert Mitchell, Jon-Paul Bell, Malachi Kirby, Ali Cook",R,"Dramas, Independent Movies, Thrillers","On patrol in Afghanistan, a British paratrooper unit unwittingly ventures into a dry riverbed that turns out to be littered with land mines.",109 min,1 hr 49 min
7206,s7208,Movie,King Jack,United States,2015,2016-07-01 00:00:00,Felix Thompson,"Charlie Plummer, Cory Nichols, Christian Madsen, Danny Flaherty, Erin Davie, Chloe Levine",NR,"Dramas, Independent Movies","Already coping with a bully, a mercurial older brother and summer school, 15-year-old Jack is saddled with his young cousin for an eventful weekend.",81 min,1 hr 21 min
7207,s7209,Movie,King's Ransom,"United States, Canada",2005,2019-11-01 00:00:00,Jeffrey W. Byrd,"Anthony Anderson, Jay Mohr, Kellita Smith, Nicole Ari Parker, Regina Hall, Loretta Devine, Donald Faison, Leila Arcieri, Charlie Murphy, Brooke D'Orsay",PG-13,"Action & Adventure, Comedies","A wealthy, despicable businessman comes to the realization that he may lose half his fortune to the obnoxious wife he's trying to divorce. So, he decides to arrange his own kidnapping in order to wipe himself out and claim poverty.",98 min,1 hr 38 min
7208,s7210,TV Show,Kingdoms of the Sky,,2018,2018-10-01 00:00:00,Steve Greenwood,,TV-PG,"British TV Shows, Docuseries, Science & Nature TV",Meet the astonishing animals and adventurous people living on some of the most spectacular – and formidable – mountain ranges in the world.,1 Season,1 Season
7209,s7211,Movie,Kingpin,United States,1996,2020-01-01 00:00:00,"Peter Farrelly, Bobby Farrelly","Woody Harrelson, Randy Quaid, Vanessa Angel, Bill Murray, Chris Elliott, William Jordan, Richard Tyson, Lin Shaye",PG-13,"Comedies, Cult Movies, Sports Movies","After a bowler loses his hand, his career takes a nosedive. That is, until he uncovers the next big thing: an Amish kid named Ishmael.",114 min,1 hr 54 min
7210,s7212,Movie,Kings,"France, Belgium, China, United States",2017,2018-10-29 00:00:00,Deniz Gamze Ergüven,"Halle Berry, Daniel Craig, Lamar Johnson, Kaalan Walker, Rachel Hilson, Issac Ryan Brown, Callan Farris, Serenity Reign Brown, Reece Cody, Aiden Akpan",R,Dramas,A foster mom and her houseful of kids befriend a bitter neighbor after the Rodney King verdict is handed down in 1992 Los Angeles.,87 min,1 hr 27 min
7211,s7213,Movie,Kis Kisko Pyaar Karoon,India,2015,2017-11-01 00:00:00,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Kapil Sharma, Arbaaz Khan, Varun Sharma, Sharat Saxena, Supriya Pathak, Manoj Joshi, Manjari Fadnis, Simran Kaur Mundi, Elli Avram, Jamie Lever",TV-PG,"Comedies, International Movies","A man's decision to marry three women, to keep them from committing suicide, complicates his relationship with his girlfriend.",132 min,2 hr 12 min
7212,s7214,Movie,Kiss the Girls,United States,1997,2020-01-01 00:00:00,Gary Fleder,"Morgan Freeman, Ashley Judd, Cary Elwes, Alex McArthur, Tony Goldwyn, Jay O. Sanders, Bill Nunn, Brian Cox",R,Thrillers,A forensic psychologist teams up with an escaped kidnapping victim to hunt down a serial killer who abducts and dominates strong-willed women.,116 min,1 hr 56 min
7213,s7215,TV Show,Kiss The Series,,2016,2019-05-26 00:00:00,,"Lapassalal Jiravechsoontornkul, Mook Worranit Thawornwong, Jirakit Thawornwong, Sattaphong Phiangphor",TV-14,"International TV Shows, Romantic TV Shows, TV Dramas","After a night out, Sandee wakes to discover she and her buddy have either taken their platonic friendship to a whole new level or ruined it forever.",1 Season,1 Season
7214,s7216,TV Show,Kitten Rescuers,United Kingdom,2017,2019-10-02 00:00:00,,Jo Brand,TV-14,"British TV Shows, International TV Shows, Reality TV",Cat-crazy host Jo Brand follows vets and animal welfare officers who take on daring rescues to save furry felines subjected to different cat-astrophes.,1 Season,1 Season
7215,s7217,Movie,KL Zombi,Malaysia,2013,2017-08-21 00:00:00,Woo Ming Jin,"Zizan Razak, Siti Saleha, Zain Hamid, Izara Aishah, Fadzli Daniel Ali, Usop Wilcha",TV-14,"Comedies, Horror Movies, International Movies",A field hockey-playing pizza delivery boy finds himself transformed from slacker to zombie slayer during an outbreak of the undead in Kuala Lumpur.,92 min,1 hr 32 min
7216,s7218,TV Show,Knights of Sidonia,Japan,2015,2019-12-01 00:00:00,,"Ryota Osaka, Aya Suzaki, Aki Toyosaki, Takahiro Sakurai, Hisako Kanemoto, Eri Kitamura, Sayaka Ohara, Tomohiro Tsuboi, Takehito Koyasu, Satomi Arai, Atsuko Tanaka, Nanako Mori, Takako Honda, Kohsuke Toriumi, Ayane Sakura, Osamu Saka",TV-MA,"Anime Series, International TV Shows",A hero rises to save a world that's also a spaceship under siege by an alien threat in this original anime series based on the popular manga comic.,2 Seasons,2 Seasons
7217,s7219,Movie,Knock Knock,"United States, Chile, Israel",2015,2020-11-01 00:00:00,Eli Roth,"Keanu Reeves, Lorenza Izzo, Ana de Armas, Aaron Burns, Ignacia Allamand, Dan Baily, Megan Baily, Colleen Camp, Antonio Quercia",R,"Horror Movies, Thrillers",A devoted husband and father on his own for the weekend has his life turned inside out after giving shelter to two young women during a storm.,99 min,1 hr 39 min
